HoleSection,M_Depth,RateofPenetration,WeightonBit,Rotation,Torque,StandpipePressure,FlowIn,FlowOut,PumpStroke,MudWeight,FunnelViscosity,PlasticViscosity,YieldPoint,Gel_Strength10sec,Gel_Strength10min,Solid,LossesSeverity
6.125,3511,5.217391304347826,4.2,196.0,4.3,2105.0,218.0,36.92,47.0,76.0,44,14,24,4,6,13,No-Loss
17.5,1136,1.902,21.135399999999997,118.17,3.4,1921.25,916.6699000000001,81.6,166.46,78.0,38,10,12,4,5,13,No-Loss
6.125,4043,3.42,3.5,177.0,3.444,2495.0,192.0,44.28,42.0,73.0,46,17,11,4,5,22,No-Loss
8.5,3277,19.0,10.8,173.0,5.341,2862.0,329.0,35.82,63.0,81.0,45,18,21,4,5,17,No-Loss
6.125,3136,8.98,5.9,175.0,4.321,2915.0,198.0,39.19,38.0,76.0,42,12,13,3,5,12,No-Loss
8.5,3098,7.368,20.254479999999997,164.71,4.9,2728.9,623.4412,79.62,134.61,80.0,45,16,17,4,5,15,No-Loss
4.125,3050,3.456221198156682,4.0733760000000006,310.68,0.95073,1748.7,97.7429,39.92,21.42,77.0,46,15,15,3,4,14,No-Loss
6.125,2914,3.1919999999999997,1.773672,202.99,0.022109999999999998,1863.25,248.3198,47.32,48.11,77.0,46,15,14,3,4,13,No-Loss
8.5,2263,2.484,11.7964,150.94,3.56,1412.3,501.923,49.26,96.33,75.0,43,10,13,4,5,12,No-Loss
8.5,2696,2.99,14.4,140.0,2.907,2817.0,576.0,57.43,111.0,81.0,46,14,15,3,4,17,No-Loss
6.125,3351,10.2,7.7,165.0,4.331,2640.0,184.0,60.99,35.0,76.0,44,13,15,3,5,12,No-Loss
17.5,175,54.54545454545454,3.1,67.0,2.8,932.0,679.0,39.79,116.0,68.0,29,4,3,2,1,6,No-Loss
12.25,1713,5.928,20.863688,159.89,2.66,2328.7,599.6659000000001,62.0,107.75,120.0,61,37,21,7,8,33,No-Loss
17.5,1061,3.16,29.8,147.0,3.504,1922.0,878.0,74.47,151.0,82.0,43,13,12,5,6,17,No-Loss
26.0,34,4.37956204379562,2.7,64.0,3.2,795.0,624.0,62.7,107.0,67.0,57,7,28,10,12,6,No-Loss
17.5,1410,4.07,35.5,149.0,3.215,2757.0,804.0,51.09,141.0,81.0,46,10,9,3,5,16,No-Loss
8.5,1936,10.613999999999999,17.289368,75.08,4.6,2086.55,538.9068000000001,81.61,103.73,75.0,50,15,16,3,4,11,No-Loss
17.5,291,20.28,8.6,114.0,2.909,1583.0,804.0,32.29,141.0,73.0,33,3,8,4,6,10,No-Loss
8.5,4052,1.9801980198019802,35.0,108.0,3.6,2684.0,411.0,76.56,89.0,103.0,50,28,25,4,6,25,No-Loss
6.125,3140,4.662,12.947000000000001,184.46,2.45,2488.2,280.02020000000005,49.72,50.0,76.0,43,16,18,4,6,16,No-Loss
12.25,1557,3.216,25.579992,158.85,3.34,2180.7999999999997,649.8582,67.19,125.66,120.0,55,36,25,5,6,33,No-Loss
17.5,489,11.83,21.9,111.0,4.266,1471.0,906.0,65.83,155.0,75.0,35,8,15,8,9,12,No-Loss
12.25,1450,5.18,14.4,164.0,4.19,2177.0,596.6019,45.29,106.0,117.0,55,41,22,6,7,32,No-Loss
8.5,3332,6.0600000000000005,7.8,227.0,4.741,2834.0,491.0,79.72,94.0,81.0,45,18,21,4,5,17,No-Loss
12.25,1448,4.511278195488722,19.9,81.0,4.3,1567.0,713.0,66.17,137.0,70.0,44,13,14,3,5,8,No-Loss
8.5,2166,7.792207792207792,9.9,229.0,3.3,2132.0,493.0,38.64,94.0,74.0,43,12,16,3,5,12,No-Loss
17.5,393,20.63,14.4,130.0,2.878,1650.0,800.0,30.71,140.0,75.0,40,10,12,5,7,12,No-Loss
17.5,807,7.894736842105264,12.0,105.0,3.1,2036.0,929.0,53.4,159.0,76.0,38,6,13,4,5,12,No-Loss
17.5,606,13.043478260869566,29.4,95.0,3.2,1262.0,702.0,52.02,120.0,73.0,36,6,10,4,5,9,No-Loss
8.5,2525,1.16,13.7,160.0,0.03,2024.0,457.42120000000006,45.6,99.0,77.0,47,16,26,7,9,13,No-Loss
17.5,1169,4.61,47.8,154.0,4.292,2395.0,958.0,93.53,164.0,83.0,57,15,20,10,12,19,No-Loss
8.5,2621,5.357142857142858,6.4,200.0,0.0,2027.0,499.0,64.2,96.0,75.0,45,12,22,3,5,12,No-Loss
8.5,3600,1.1,6.3,163.0,0.0,2379.0,453.0,52.81,87.0,82.0,46,17,19,3,4,17,No-Loss
8.5,2560,8.0,7.6,157.0,0.0,2760.0,547.0,72.85,108.0,78.0,42,14,17,3,4,14,No-Loss
6.125,3284,19.7,3.7,174.0,4.944,2922.0,194.0,51.19,37.0,76.0,42,13,13,3,5,12,No-Loss
8.5,3175,3.2880000000000003,9.6102,178.94,4.76,2449.05,586.4574000000001,82.88,126.98,81.0,45,17,18,3,5,15,No-Loss
17.5,212,11.11111111111111,7.1,87.0,6.1,932.0,717.0,65.74,122.0,72.0,35,4,11,2,3,9,No-Loss
6.125,3261,2.7960000000000003,7.6758,191.84,2.42,2871.0,237.75300000000001,52.51,52.0,76.0,44,19,21,4,6,16,No-Loss
8.5,2258,5.5920000000000005,12.881039999999999,134.89,3.29,2349.0,697.4088,77.93,139.92,77.0,44,13,16,2,4,13,No-Loss
6.125,3450,6.72,5.40644,233.48,3.311,2408.45,227.1862,85.91,43.55,76.0,52,17,21,4,5,11,No-Loss
17.5,926,4.477611940298507,20.1,105.0,3.0,1731.0,744.0,41.65,127.0,77.0,45,11,19,5,7,15,No-Loss
12.25,1707,1.8900000000000001,10.2256,160.08,3.46,2691.2,549.4736,78.28,106.0,125.0,54,36,19,5,7,38,No-Loss
17.5,1173,6.8965517241379315,14.7,103.0,2.3,2534.0,831.0,63.3,150.0,82.0,43,13,14,5,6,18,No-Loss
17.5,223,14.196,19.121488,63.3,4.16,722.1,681.5586000000001,81.37,116.89,70.0,36,7,18,6,8,8,No-Loss
17.5,619,1.8780000000000001,40.2556,152.58,3.5,495.9,623.4412,91.35,105.0,72.0,35,6,15,9,17,8,No-Loss
17.5,1133,2.38,27.5,146.0,2.884,1900.0,859.0,67.67,147.0,82.0,42,13,12,5,6,18,No-Loss
6.125,3320,4.53,1.5,181.0,3.601,2571.0,228.0,48.21,49.0,76.0,44,12,11,3,4,13,No-Loss
17.5,563,17.13,25.1,135.0,4.057,1767.0,943.0,46.0,162.0,77.0,42,8,16,8,9,13,No-Loss
8.5,2148,13.333333333333334,1.9,170.0,4.1,2109.0,598.0,46.82,113.0,76.0,44,16,20,3,4,12,No-Loss
17.5,538,23.298,34.2386,135.76,2.0,1700.8500000000001,906.1031,25.0,163.96,75.0,37,9,14,7,8,9,No-Loss
17.5,1210,1.3392857142857144,24.0,181.0,3.8,2370.0,978.0,60.3,159.0,75.0,40,7,20,7,8,11,No-Loss
6.125,3628,4.061999999999999,11.419839999999999,231.83,0.96547,2269.25,232.4696,38.98,49.98,77.0,44,13,16,3,4,13,No-Loss
8.5,2354,12.648,10.2,226.11,0.60434,1556.0,495.0,33.8,93.78,76.0,48,15,16,3,4,12,No-Loss
6.125,3308,7.228915662650602,12.8,174.0,0.0,2088.0,222.0,46.09,48.0,76.0,44,14,24,4,6,13,No-Loss
12.25,1678,8.91,16.970152,162.66,4.14,2101.05,641.9331000000001,80.7,123.76,122.0,55,35,22,5,6,36,No-Loss
8.5,2295,11.538461538461538,14.5,238.0,3.8,2241.0,515.0,54.32,99.0,74.0,45,12,20,4,6,12,No-Loss
4.125,3400,2.3183925811437405,3.994696,322.69,0.8033300000000001,1592.1000000000001,97.7429,39.08,19.88,77.0,46,15,15,4,5,14,No-Loss
12.25,1579,3.821656050955414,6.2,145.0,4.1,2309.0,606.0,47.68,103.0,123.0,58,46,23,3,5,35,No-Loss
8.5,1872,13.01,7.7,79.0,4.194,2535.0,616.0,45.05,118.0,80.0,43,12,13,3,4,16,No-Loss
6.125,3380,4.5,6.355096,201.61,0.0,2102.5,243.03640000000001,79.35,53.94,77.0,45,13,15,3,4,13,No-Loss
17.5,409,18.13,25.7,144.0,4.637,1403.0,1003.0,46.65,172.0,74.0,35,8,12,6,8,12,No-Loss
8.5,2571,13.368,16.605600000000003,270.86,3.7739999999999996,2625.95,536.2651,49.32,109.55,78.0,36,13,14,3,5,13,No-Loss
17.5,1084,5.004,44.045064,159.54,1.87,2340.3,869.1193000000001,80.06,157.71,77.0,44,9,17,6,7,12,No-Loss
6.125,3299,2.646,4.235232,168.26,1.64,2373.65,237.75300000000001,56.39,44.13,77.0,56,18,22,5,6,13,No-Loss
8.5,3057,13.062000000000001,10.232896,171.63,2.02,2602.75,604.9493,77.07,132.48,80.0,45,16,17,4,5,15,No-Loss
8.5,3351,7.74,14.5,235.0,5.184,2949.0,505.0,60.51,97.0,81.0,45,18,21,4,5,17,No-Loss
6.125,2935,6.451612903225806,11.8,141.0,0.0,2177.0,230.0,68.64,50.0,76.0,43,14,22,4,6,13,No-Loss
12.25,1959,10.909090909090908,7.6,90.0,3.2,852.0,599.0,58.96,115.0,72.0,44,12,19,3,5,11,No-Loss
8.5,2709,5.43,6.280912000000001,193.9,0.0,1847.3,488.71450000000004,42.11,92.99,79.0,47,15,19,4,6,15,No-Loss
8.5,2526,4.686,4.592664,178.65,0.0,1332.55,443.8056,72.93,85.68,77.0,48,15,17,4,5,13,No-Loss
12.25,1371,4.842,39.753632,153.68,2.48,1668.95,700.0505,55.31,119.84,115.0,50,29,20,4,5,31,No-Loss
12.25,1653,35.322,4.4572,219.04999999999998,4.16,1844.4,589.0991,60.05,112.7,75.0,38,13,9,3,5,14,No-Loss
12.25,1686,7.008,32.9894,180.0,2.66,2784.0,702.6922000000001,81.68,135.11,117.0,56,32,19,5,7,32,No-Loss
8.5,2521,8.088000000000001,16.9334,164.59,4.3,2160.5,549.4736,55.42,115.21,77.0,38,11,16,5,7,13,No-Loss
17.5,1111,10.421999999999999,22.6292,129.73,3.41,2069.15,895.5363000000001,68.52,153.59,78.0,42,13,14,5,6,14,No-Loss
17.5,1239,2.94,34.2452,141.6,3.75,1967.65,890.2529000000001,52.07,151.19,80.0,37,10,11,4,5,15,No-Loss
8.5,2114,20.334,8.877,193.97,3.7296,1059.95,327.5708,51.64,72.74,76.0,36,13,12,3,5,11,No-Loss
12.25,1497,18.156,9.603,80.34,3.81,1378.95,718.5424,51.76,121.97,75.0,38,13,9,3,5,12,No-Loss
12.25,1509,14.724000000000002,20.852448000000003,142.22,5.71,2604.2000000000003,684.2003,83.02,124.77,117.0,52,32,18,5,6,30,No-Loss
12.25,1344,54.54545454545454,7.1,51.0,6.4,768.0,669.0,42.79,121.0,72.0,43,12,13,3,4,9,No-Loss
