HoleSection,M_Depth,RateofPenetration,WeightonBit,Rotation,Torque,StandpipePressure,FlowIn,FlowOut,PumpStroke,MudWeight,FunnelViscosity,PlasticViscosity,YieldPoint,Gel_Strength10sec,Gel_Strength10min,Solid,LossesSeverity
12.25,1645,25.62,12.7468,130.27,3.38,68.15,203.41090000000003,40.77,35.17,68.0,32,6,4,3,4,6,Complete Loss
12.25,1654,14.142,10.628200000000001,118.01,2.97,140.65,293.22870000000006,44.82,50.68,68.0,32,6,4,3,4,6,Complete Loss
12.25,1651,30.48,11.8734,118.0,3.17,140.65,293.22870000000006,40.75,50.5,68.0,32,6,4,3,4,6,Complete Loss
8.5,2718,4.326,11.4686,172.01,2.53,2346.1,575.8906000000001,53.89,120.73,77.0,38,11,16,4,6,13,Complete Loss
12.25,1636,1.6080000000000003,20.4974,111.01,2.96,129.05,295.8704,52.24,50.5,68.0,32,6,4,3,4,6,Complete Loss
17.5,1678,4.580152671755726,11.6,125.0,4.8,1513.0,680.0,56.08,122.0,77.0,40,11,17,4,5,12,Complete Loss
12.25,1629,17.178,16.7376,111.0,3.29,34.8,192.8441,48.85,33.5,68.0,32,6,4,3,4,6,Complete Loss
17.5,1503,3.680981595092024,15.1,107.0,4.6,348.0,347.0,35.33,59.0,75.0,36,17,17,10,12,18,Complete Loss
12.25,1635,5.496,15.342799999999999,111.02,2.95,126.15,295.8704,53.28,50.9,68.0,32,6,4,3,4,6,Complete Loss
12.25,1634,9.258,18.1236,110.99,3.08,121.8,295.8704,53.8,51.0,68.0,32,6,4,3,4,6,Complete Loss
12.25,1646,24.336000000000002,12.705,125.79,3.1,68.15,203.41090000000003,40.62,35.5,68.0,32,6,4,3,4,6,Complete Loss
12.25,1637,7.86,16.636400000000002,111.0,3.03,101.5,253.60320000000002,45.35,35.32,68.0,32,6,4,3,4,6,Complete Loss
12.25,1642,13.836,14.2054,130.96,3.06,65.25,203.41090000000003,42.03,35.0,68.0,32,6,4,3,4,6,Complete Loss
12.25,1639,4.41,19.9804,131.22,3.11,58.0,206.0526,40.98,35.32,68.0,32,6,4,3,4,6,Complete Loss
12.25,1651,30.48,11.8734,118.0,3.17,140.65,293.22870000000006,40.75,50.5,68.0,32,6,4,3,4,6,Complete Loss
12.25,1654,14.142,10.628200000000001,118.01,2.97,140.65,293.22870000000006,44.82,50.68,68.0,32,6,4,3,4,6,Complete Loss
12.25,1630,16.560000000000002,15.2944,111.0,3.06,39.15,192.8441,49.32,33.5,68.0,32,6,4,3,4,6,Complete Loss
12.25,1650,22.878,12.1704,117.99,3.15,140.65,293.22870000000006,40.68,50.32,68.0,32,6,4,3,4,6,Complete Loss
12.25,1640,38.148,17.2942,130.94,3.23,56.55,206.0526,40.54,35.5,68.0,32,6,4,3,4,6,Complete Loss
12.25,1630,16.560000000000002,15.2944,111.0,3.06,39.15,192.8441,49.32,33.5,68.0,32,6,4,3,4,6,Complete Loss
12.25,1638,1.506,21.8768,113.59,3.01,58.0,206.0526,41.5,35.0,68.0,32,6,4,3,4,6,Complete Loss
12.25,1635,5.496,15.342799999999999,111.02,2.95,126.15,295.8704,53.28,50.9,68.0,32,6,4,3,4,6,Complete Loss
12.25,1631,13.5,14.9182,111.01,3.1,88.45,261.5283,52.41,50.8,68.0,32,6,4,3,4,6,Complete Loss
17.5,1504,3.614457831325301,27.1,104.0,4.8,609.0,173.0,24.02,29.0,75.0,36,17,17,10,12,18,Complete Loss
12.25,1649,18.366,12.8678,118.0,3.11,89.9,227.1862,40.91,50.5,68.0,32,6,4,3,4,6,Complete Loss
12.25,1644,30.966,14.425399999999998,130.96,3.12,66.7,203.41090000000003,40.93,35.32,68.0,32,6,4,3,4,6,Complete Loss
